wavelength,"(743, 898)","(745, 886)","(749, 881)","(755, 879)","(750, 877)","(746, 920)","(758, 915)","(743, 908)","(744, 931)","(747, 926)"
806.156,0.903751,0.919258,1.01459,0.901587,1.01103,0.957202,0.949698,0.893255,1.06551,0.891764
807.783,0.889067,0.937814,1.02422,0.911137,1.02098,0.961895,0.957326,0.906589,1.05537,0.898299
809.41,0.887631,0.96261,1.03255,0.918423,0.987716,0.962036,0.960349,0.890421,1.03849,0.898249
811.036,0.898171,0.951685,1.05668,0.929715,1.02189,0.971583,0.975363,0.910047,1.05354,0.907678
812.663,0.909652,0.962626,1.04522,0.91917,1.00566,0.959988,0.978467,0.905731,1.04809,0.92209
814.29,0.910944,0.961261,1.05561,0.921031,1.03225,0.966297,0.975666,0.897804,1.06053,0.921451
815.917,0.922934,0.980052,1.07161,0.946028,1.0562,0.972403,0.971343,0.913845,1.06673,0.916663
817.543,0.903745,0.973742,1.05688,0.934175,1.03452,0.946843,1.00201,0.920321,1.06823,0.93868
819.17,0.936118,0.954772,1.07227,0.95706,1.03138,0.958151,1.01161,0.92405,1.07824,0.931389
820.797,0.922923,0.983318,1.06513,0.957614,1.03254,0.960139,1.01776,0.919326,1.06419,0.933634
822.424,0.928127,1.00091,1.06129,0.936241,1.05232,0.971811,1.02825,0.913743,1.07077,0.942696
824.05,0.933558,0.985053,1.07701,0.958183,1.0559,0.986375,1.01998,0.926525,1.08656,0.942518
825.677,0.941331,0.99858,1.05498,0.963067,1.03628,0.958691,1.01232,0.910707,1.07138,0.936013
827.304,0.933799,0.99224,1.04391,0.966865,1.02997,0.987684,1.02261,0.934137,1.06114,0.93222
828.931,0.929523,1.01056,1.06111,0.946841,1.05167,0.986882,1.01657,0.92913,1.07062,0.942324
830.557,0.933742,0.981897,1.05783,0.964879,1.05384,0.989525,1.02314,0.929903,1.08819,0.937608
832.184,0.937618,0.989927,1.05135,0.952717,1.07227,1.00389,1.00747,0.914281,1.08709,0.941593
833.811,0.95423,1.0131,1.09354,0.990794,1.06253,0.988927,1.01717,0.928779,1.05272,0.965975
835.437,0.974953,1.00942,1.07052,0.967844,1.04694,0.995461,1.01694,0.928324,1.06548,0.950922
837.064,0.944116,1.001,1.09693,0.991436,1.04929,0.999101,1.03787,0.927495,1.09035,0.94647
838.691,0.945334,1.00728,1.09071,0.964095,1.06268,1.00285,1.02244,0.950871,1.09804,0.964725
840.318,0.953375,1.02151,1.09809,0.982012,1.08325,1.00798,1.01816,0.94078,1.0964,0.941588
841.944,0.969804,1.00286,1.10087,0.984645,1.09134,0.987495,1.02485,0.944976,1.1091,0.958104
843.571,0.967691,1.01513,1.10295,0.971742,1.0631,1.01812,1.0354,0.943034,1.10401,0.964225
845.198,0.975524,1.01529,1.07392,0.980442,1.06674,1.01285,1.02207,0.954808,1.10103,0.955054
846.825,0.968066,1.0243,1.08303,0.983585,1.05466,1.01909,1.03251,0.96877,1.11834,0.957638
848.451,0.945811,1.03218,1.09586,0.976398,1.08368,1.0254,1.01651,0.949851,1.09537,0.983558
850.078,0.980328,1.02824,1.11826,0.973657,1.06549,1.03509,1.00101,0.961445,1.09636,0.987542
851.705,0.945611,1.04481,1.11055,1.00509,1.08158,1.02161,1.01482,0.954562,1.09211,0.964022
853.332,0.97336,1.03991,1.08604,0.984464,1.08766,1.00983,1.02662,0.964023,1.11154,0.958127
854.958,0.967344,1.04006,1.09289,0.980218,1.10044,1.02837,1.00918,0.968283,1.0924,0.956655
856.585,0.968742,1.0235,1.0877,0.9877,1.07433,1.01085,1.0562,0.963248,1.09971,0.985614
858.212,0.972378,1.03709,1.11301,0.993888,1.08957,1.01235,1.02769,0.956403,1.09623,0.965788
859.839,0.960788,1.03497,1.08648,0.986767,1.07243,1.03055,1.04815,0.963721,1.09672,0.978226
861.465,0.971586,1.0328,1.1053,0.964694,1.07829,1.036,1.02993,0.954243,1.12217,0.962297
863.092,0.972106,1.04104,1.10194,1.00006,1.06356,1.01593,1.05061,0.93671,1.09234,0.967257
864.719,0.97144,1.03193,1.1203,1.00626,1.05431,1.02,1.03011,0.974977,1.11939,0.979064
866.346,0.948269,1.02736,1.1299,0.990847,1.07046,0.998967,1.04329,0.959419,1.09795,0.993064
867.972,0.961329,1.01933,1.09953,0.993412,1.06069,1.0233,1.0198,0.942415,1.06883,0.986058
869.599,0.96717,1.02941,1.09499,1.01531,1.05187,1.01643,1.02033,0.951346,1.0975,0.98459
871.226,0.963468,1.04235,1.0927,0.98175,1.079,1.02806,1.03734,0.951693,1.08337,0.993666
872.852,0.965592,1.0305,1.09024,0.997086,1.08524,1.03231,1.03549,0.959508,1.11397,0.973475
874.479,0.970564,1.01674,1.11681,0.997252,1.10479,1.03255,1.01546,0.945794,1.09702,1.00296
876.106,0.954612,1.04093,1.12042,1.00021,1.10306,1.00848,1.03277,0.936914,1.11229,0.980132
877.733,0.988485,1.03834,1.13076,1.00929,1.09669,1.04195,1.01898,0.961101,1.09669,0.979247
879.359,0.985403,1.01687,1.1027,1.01147,1.12681,1.00582,1.05194,0.971803,1.09769,1.00028
880.986,0.998487,1.03268,1.10884,1.01843,1.08603,1.00578,1.06996,0.961156,1.13008,0.991822
882.613,0.974139,1.01947,1.12958,0.984844,1.07823,1.01799,1.05947,0.954761,1.12071,0.993972
884.24,0.97907,1.01927,1.1148,1.00985,1.08385,1.01935,1.07608,0.942663,1.11976,0.983988
885.866,0.996638,1.02926,1.11366,1.01239,1.10407,1.01344,1.08713,0.940297,1.10312,0.985821
887.493,0.976396,1.04964,1.11431,1.0046,1.11089,1.04671,1.06546,0.9624,1.10781,1.00046
889.12,0.977591,1.02958,1.13068,1.03831,1.0981,1.02593,1.05887,0.952333,1.12213,1.01745
890.747,0.996248,1.04374,1.15513,1.01232,1.1231,1.04769,1.06743,0.966625,1.11591,0.995891
892.373,0.985007,1.041,1.11616,1.00161,1.09538,1.0438,1.06479,0.947485,1.08789,1.02829
894,0.975407,1.03396,1.14207,1.01727,1.10291,1.04419,1.06579,0.942482,1.10438,1.01281
895.627,0.977215,1.03821,1.10529,1.03789,1.08514,1.04854,1.06571,0.968508,1.09724,1.01144
897.254,0.96639,1.03665,1.12045,1.03736,1.05739,1.01522,1.06515,0.954274,1.07867,1.02725
898.88,1.00625,1.06891,1.14482,1.00631,1.11592,1.03962,1.05429,0.994422,1.11325,1.00809
900.507,1.01503,1.0536,1.15398,1.01342,1.12783,1.01383,1.06556,0.981512,1.13045,1.00822
902.134,0.999387,1.04278,1.1654,1.01434,1.08239,1.05703,1.0667,0.993874,1.10616,1.01516
903.761,0.989006,1.04662,1.13496,1.00467,1.13195,1.02863,1.06431,0.945998,1.12401,0.987917
905.387,0.979095,1.04481,1.11977,1.00786,1.11629,1.04206,1.04443,0.996102,1.11206,1.00081
907.014,1.00439,1.05341,1.12482,1.016,1.10255,1.02903,1.045,0.953686,1.14396,1.01173
908.641,0.992529,1.03148,1.14274,1.0115,1.09923,1.041,1.06252,0.970657,1.11782,1.0162
910.268,0.97077,1.03288,1.12893,1.02345,1.08577,1.03992,1.06444,0.978783,1.11045,1.03385
911.894,0.999357,1.03512,1.12251,1.01393,1.09804,1.03366,1.04345,0.930429,1.09668,1.00093
913.521,0.970542,1.06479,1.12153,1.00545,1.08836,1.07148,1.03782,0.972779,1.11718,1.00047
915.148,0.969468,1.04956,1.15673,0.995453,1.11502,1.03351,1.04305,0.945931,1.11787,0.990165
916.774,0.998364,1.05887,1.10961,1.01845,1.09528,1.03761,1.03382,0.974692,1.10672,1.03223
918.401,0.981294,1.04371,1.08662,1.00833,1.09275,1.05906,1.03663,0.950507,1.13513,1.01583
920.028,1.00793,1.08588,1.11838,1.01127,1.10559,1.07099,1.03818,0.961222,1.10989,1.02552
921.655,0.999394,1.05235,1.13658,1.01057,1.09192,1.03653,0.995777,0.998687,1.1184,1.04129
923.281,0.994406,1.03439,1.13099,1.00974,1.09543,1.02602,1.04472,0.959084,1.11156,1.00677
924.908,1.00085,1.05458,1.11711,0.995995,1.10203,1.06867,1.00887,0.995772,1.11385,1.02769
926.535,0.972095,1.05922,1.13156,1.01362,1.10458,1.02331,1.0453,0.955202,1.1159,1.01716
928.162,1.00011,1.05636,1.12596,1.00266,1.09664,1.02733,1.04435,0.962322,1.12991,1.02136
929.788,0.976648,1.05302,1.17814,0.995779,1.10176,1.04399,1.07693,0.970697,1.0878,1.04695
931.415,0.986521,1.05652,1.13401,0.980445,1.11637,1.01975,1.00832,0.98501,1.10888,1.04996
933.042,0.981825,1.06279,1.13008,1.02431,1.11617,1.03582,0.995694,0.96341,1.10128,1.05542
934.669,1.00061,1.07541,1.14128,1.02912,1.08862,1.01926,1.05514,0.997177,1.1107,0.998395
936.295,1.00838,1.05802,1.13055,0.989059,1.09531,1.06382,1.02742,0.957593,1.11434,1.04982
937.922,0.976129,1.04201,1.16686,0.983965,1.10823,1.0488,1.01749,0.985241,1.11306,1.04729
939.549,0.988584,1.05944,1.16251,0.99545,1.10492,1.02724,0.992723,0.982286,1.14788,1.0432
941.176,0.993631,1.04799,1.16091,0.97588,1.08427,1.02415,1.03255,0.968153,1.0905,1.05232
942.802,0.974648,1.04775,1.15845,0.991695,1.13116,1.03613,1.04843,0.953722,1.08008,1.0226
944.429,0.957777,1.05279,1.13002,1.0112,1.1504,1.05408,1.05008,0.924408,1.08867,1.03474
946.056,0.951175,1.06363,1.10948,1.01637,1.11809,1.04012,0.997452,0.930449,1.09056,1.05252
947.683,0.977069,1.02098,1.14263,1.01198,1.08451,1.02518,1.0255,0.973508,1.10554,1.02191
949.309,0.989478,1.04488,1.11717,1.00044,1.08924,1.01986,1.00424,0.967558,1.09923,1.00858
950.936,1.02674,1.0679,1.13767,0.976869,1.12571,1.02723,0.99389,0.960711,1.10965,1.01843
952.563,0.996652,1.04858,1.08703,1,1.1166,1.05887,1.00397,0.96409,1.10545,1.05504
954.19,0.987354,1.06347,1.14871,0.986625,1.09893,1.05781,1.04605,0.96612,1.13942,1.04845
955.816,0.980647,1.03885,1.09137,0.981314,1.09231,1.03549,1.02255,1.00571,1.07075,1.02458
957.443,1.00837,1.02289,1.11952,0.998558,1.09912,1.04794,1.01566,0.95832,1.12343,1.03262
959.07,0.984475,1.03341,1.13663,1.00854,1.12667,1.01405,1.03747,0.940186,1.09887,1.01982
960.696,1.04203,1.0749,1.12232,0.988629,1.10104,1.04423,1.02558,0.976222,1.12994,1.01052
962.323,1.01914,1.05211,1.12192,0.997764,1.09764,1.03727,1.00871,0.995045,1.13788,1.03573
963.95,1.00208,1.03402,1.14518,1.02348,1.11839,0.997567,1.03025,0.966563,1.12179,1.04584
965.577,1.03157,1.05763,1.11223,0.977109,1.12228,1.04325,1.03466,0.947443,1.10882,1.03742
967.203,1.0252,1.06275,1.14699,0.969019,1.13224,1.03799,1.04111,0.97335,1.09917,1.06045
968.83,0.982193,1.05875,1.15379,1.00901,1.10773,1.0387,1.02922,0.989241,1.09553,1.01053
970.457,0.98178,1.05408,1.13364,0.977684,1.13078,1.05819,1.03832,0.964699,1.12811,1.00689
972.084,0.989075,1.07006,1.1556,1.03895,1.10484,1.07849,1.03964,1.00215,1.09501,1.01042
973.71,0.982509,1.06135,1.14644,1.00325,1.07984,1.06901,0.982006,0.970446,1.13128,1.03891
975.337,0.988218,1.04086,1.14369,1.03394,1.13432,1.04213,1.00272,0.978504,1.12298,1.01601
976.964,0.977669,1.06558,1.18553,1.01154,1.10734,1.02139,1.05382,0.978945,1.11867,1.0588
978.591,0.940996,1.06947,1.10732,0.994244,1.13565,0.994611,1.01084,0.978723,1.10287,1.0373
980.217,0.9925,1.02023,1.14707,1.00115,1.06519,1.05558,1.0526,0.99,1.09455,1.01486
981.844,0.988449,1.04773,1.11678,0.952983,1.11654,1.0127,1.00685,1.00825,1.06577,1.01822
983.471,0.991181,1.04724,1.15252,0.999507,1.13629,1.04065,1.02097,0.987016,1.04679,1.02963
985.098,0.980516,1.08975,1.11588,1.00204,1.09835,1.07362,1.0303,0.959767,1.1212,1.05433
986.724,1.02268,1.05797,1.16569,1.00026,1.14888,1.02125,0.986911,0.976799,1.14755,1.04339
988.351,0.983046,1.05189,1.1738,0.969772,1.1633,1.07966,0.977458,0.971744,1.10145,1.0132
989.978,1.00978,1.06342,1.13928,0.976791,1.1239,1.00862,0.99319,0.939927,1.09947,1.03757
991.605,1.01443,1.07302,1.11343,0.986423,1.11813,1.06989,0.994174,0.940837,1.09264,0.998534
993.231,0.989496,1.05084,1.1182,1.00307,1.07316,1.02397,0.955918,0.948379,1.08523,1.01157
994.858,0.940612,1.04816,1.08731,1.00158,1.11818,1.00373,0.95476,1.02196,1.07547,1.06675
996.485,0.979922,1.02558,1.09014,0.982172,1.08949,1.03897,0.915442,0.92487,1.091,1.02082
998.112,0.993286,1.04391,1.13863,0.90017,1.06729,1.00866,0.995262,0.941591,1.09097,1.04942
999.738,0.986847,1.01741,1.11312,0.96391,1.03574,1.0284,0.973813,0.974039,1.06473,1.00176
1001.36,1.00525,1.01704,1.05417,0.960028,1.03939,1.02357,0.91979,0.933497,1.08365,1.05235
