5,26532
5.0171561,26323
5.0343122,26039
5.0514683,25827
5.0686244,26022
5.0857805,25292
5.1029366,25443
5.1200927,25116
5.1372488,24985
5.1544049,24508
5.171561,24852
5.1887171,24253
5.2058732,24319
5.2230293,23844
5.2401854,23996
5.2573415,23967
5.2744976,23426
5.2916537,23394
5.3088098,23009
5.3259659,22960
5.343122,22758
5.3602781,22660
5.3774342,22356
5.3945903,22160
5.4117464,22087
5.4289025,21776
5.4460586,21820
5.4632147,21506
5.4803708,21614
5.4975269,21399
5.514683,20907
5.5318391,21164
5.5489952,20728
5.5661513,20636
5.5833074,20593
5.6004635,20388
5.6176196,20269
5.6347757,20217
5.6519318,19947
5.6690879,19669
5.686244,19680
5.7034001,19589
5.7205562,19404
5.7377123,19460
5.7548684,19442
5.7720245,19299
5.7891806,19051
5.8063367,18702
5.8234928,18890
5.8406489,18988
5.857805,18495
5.8749611,18469
5.8921172,18016
5.9092733,18132
5.9264294,17969
5.9435855,17847
5.9607416,17969
5.9778977,17543
5.9950538,17663
6.0122099,17562
6.029366,17413
6.0465221,17223
6.0636782,17239
6.0808343,16844
6.0979904,16841
6.1151465,16810
6.1323026,16614
6.1494587,16671
6.1666148,16302
6.1837709,16122
6.200927,15988
6.2180831,15933
6.2352392,15670
6.2523953,15675
6.2695514,15550
6.2867075,15534
6.3038636,15150
6.3210197,15028
6.3381758,14898
6.3553319,14900
6.372488,14714
6.3896441,14716
6.4068002,14522
6.4239563,14463
6.4411124,14239
6.4582685,14093
6.4754246,13936
6.4925807,14149
6.5097368,13857
6.5268929,13467
6.544049,13491
6.5612051,13505
6.5783612,13471
6.5955173,13075
6.6126734,12985
6.6298295,12880
6.6469856,12565
6.6641417,12765
6.6812978,12506
6.6984539,12268
6.71561,12348
6.7327661,12004
6.7499222,11913
6.7670783,11668
6.7842344,11652
6.8013905,11657
6.8185466,11417
6.8357027,11420
6.8528588,11283
6.8700149,11225
6.887171,11013
6.9043271,11089
6.9214832,10786
6.9386393,10630
6.9557954,10574
6.9729515,10437
6.9901076,10387
7.0072637,10118
7.0244198,10148
7.0415759,10013
7.058732,10103
7.0758881,9727
7.0930442,9758
7.1102003,9601
7.1273564,9500
7.1445125,9443
7.1616686,9248
7.1788247,9268
7.1959808,9151
7.2131369,8909
7.230293,8881
7.2474491,8664
7.2646052,8877
7.2817613,8682
7.2989174,8520
7.3160735,8418
7.3332296,8183
7.3503857,8140
7.3675418,8077
7.3846979,7896
7.401854,7821
7.4190101,7913
7.4361662,7693
7.4533223,7607
7.4704784,7512
7.4876345,7352
7.5047906,7191
7.5219467,7310
7.5391028,7197
7.5562589,7070
7.573415,7041
7.5905711,6843
7.6077272,6829
7.6248833,6815
7.6420394,6748
7.6591955,6756
7.6763516,6609
7.6935077,6591
7.7106638,6496
7.7278199,6525
7.744976,6279
7.7621321,6245
7.7792882,6350
7.7964443,6161
7.8136004,6250
7.8307565,6086
7.8479126,6050
7.8650687,6016
7.8822248,5974
7.8993809,5968
7.916537,5952
7.9336931,5901
7.9508492,5843
7.9680053,5914
7.9851614,5833
8.0023175,5977
8.0194736,5877
8.0366297,5816
8.0537858,5930
8.0709419,5717
8.088098,5817
8.1052541,5747
8.1224102,5881
8.1395663,5819
8.1567224,5774
8.1738785,5820
8.1910346,5772
8.2081907,5883
8.2253468,5914
8.2425029,5756
8.259659,5773
8.2768151,5681
8.2939712,5704
8.3111273,5723
8.3282834,5775
8.3454395,5630
8.3625956,5660
8.3797517,5767
8.3969078,5602
8.4140639,5623
8.43122,5716
8.4483761,5685
8.4655322,5579
8.4826883,5682
8.4998444,5579
8.5170005,5601
8.5341566,5633
8.5513127,5724
8.5684688,5664
8.5856249,5643
8.602781,5671
8.6199371,5493
8.6370932,5540
8.6542493,5396
8.6714054,5463
8.6885615,5651
8.7057176,5589
8.7228737,5658
8.7400298,5501
8.7571859,5607
8.774342,5662
8.7914981,5568
8.8086542,5577
8.8258103,5611
8.8429664,5460
8.8601225,5703
8.8772786,5597
8.8944347,5595
8.9115908,5676
8.9287469,5317
8.945903,5382
8.9630591,5425
8.9802152,5514
8.9973713,5552
9.0145274,5513
9.0316835,5542
9.0488396,5622
9.0659957,5436
9.0831518,5477
9.1003079,5407
9.117464,5340
9.1346201,5362
9.1517762,5355
9.1689323,5463
9.1860884,5410
9.2032445,5385
9.2204006,5406
9.2375567,5364
9.2547128,5282
9.2718689,5474
9.289025,5360
9.3061811,5255
9.3233372,5287
9.3404933,5374
9.3576494,5412
9.3748055,5248
9.3919616,5296
9.4091177,5275
9.4262738,5153
9.4434299,5372
9.460586,5268
9.4777421,5330
9.4948982,5263
9.5120543,5280
9.5292104,5204
9.5463665,5245
9.5635226,5289
9.5806787,5256
9.5978348,5327
9.6149909,5259
9.632147,5317
9.6493031,5267
9.6664592,5378
9.6836153,5315
9.7007714,5442
9.7179275,5216
9.7350836,5113
9.7522397,5275
9.7693958,5200
9.7865519,5202
9.803708,5118
9.8208641,5169
9.8380202,5188
9.8551763,5271
9.8723324,5271
9.8894885,5105
9.9066446,5284
9.9238007,5229
9.9409568,5186
9.9581129,5301
9.975269,5206
9.9924251,5092
10.0095812,5087
10.0267373,5179
10.0438934,5111
10.0610495,5179
10.0782056,5115
10.0953617,5049
10.1125178,4962
10.1296739,5123
10.14683,4989
10.1639861,5208
10.1811422,4862
10.1982983,5071
10.2154544,5151
10.2326105,5075
10.2497666,5086
10.2669227,4977
10.2840788,5049
10.3012349,5032
10.318391,4939
10.3355471,5020
10.3527032,4909
10.3698593,4911
10.3870154,4976
10.4041715,4969
10.4213276,4965
10.4384837,4943
10.4556398,5082
10.4727959,4988
10.489952,4944
10.5071081,4958
10.5242642,4831
10.5414203,4943
10.5585764,4982
10.5757325,4899
10.5928886,4960
10.6100447,4970
10.6272008,5053
10.6443569,5060
10.661513,4908
10.6786691,4991
10.6958252,5104
10.7129813,5217
10.7301374,5365
10.7472935,5589
10.7644496,5877
10.7816057,6196
10.7987618,6297
10.8159179,6591
10.833074,6255
10.8502301,5719
10.8673862,5300
10.8845423,5091
10.9016984,4856
10.9188545,4839
10.9360106,4736
10.9531667,4783
10.9703228,4816
10.9874789,4719
11.004635,4864
11.0217911,4658
11.0389472,4659
11.0561033,4583
11.0732594,4633
11.0904155,4555
11.1075716,4536
11.1247277,4508
11.1418838,4651
11.1590399,4521
11.176196,4564
11.1933521,4460
11.2105082,4414
11.2276643,4519
11.2448204,4579
11.2619765,4450
11.2791326,4483
11.2962887,4456
11.3134448,4568
11.3306009,4478
11.347757,4508
11.3649131,4620
11.3820692,4462
11.3992253,4499
11.4163814,4446
11.4335375,4511
11.4506936,4377
11.4678497,4452
11.4850058,4327
11.5021619,4473
11.519318,4382
11.5364741,4459
11.5536302,4500
11.5707863,4422
11.5879424,4372
11.6050985,4328
11.6222546,4468
11.6394107,4279
11.6565668,4293
11.6737229,4155
11.690879,4382
11.7080351,4423
11.7251912,4392
11.7423473,4250
11.7595034,4177
